filename,title,doi,journal,year,paper_type,battery_subfield,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,num_analysis_methods,num_ambiguities,has_yield,has_capacity,has_cycle_life
Lu_et_al__-_2015_-_Defect_chemistry_and_lithium_transport_in_Li__reactions.json,Defect chemistry and lithium transport in Li3OCl anti-perovskite superionic conductors,10.1039/c5cp05722a,Physical Chemistry Chemical Physics,2015,computational study,solid-state electrolyte,93.62,Excellent,4,3,0,0,2,11,1,1,False,False,False
Lu_et_al__-_2016_-_Free-Standing_Copper_Nanowire_Network_Current_Coll_reactions.json,Free-Standing Copper Nanowire Network Current Collector for Improving Lithium Anode Performance,10.1021/acs.nanolett.6b01581,Nano Letters,2016,materials synthesis and electrochemistry study,anode,97.2,Excellent,2,13,4,5,6,8,1,3,False,False,True
Lung-Hao_Hu_et_al__-_2013_-_Graphene-modified_LiFePO4_cathode_for_lithium_ion__reactions.json,Graphene-modified LiFePO4 cathode for lithium ion battery beyond theoretical capacity,10.1038/ncomms2705,Nature Communications,2013,research-article,cathode,89.08,Good,2,14,6,11,6,13,3,2,False,True,False
Luo_et_al__-_2022_-_Nickel-rich_and_cobalt-free_layered_oxide_cathode__reactions.json,Nickel-rich and cobalt-free layered oxide cathode materials for lithium ion batteries,10.1016/j.ensm.2022.05.019,Energy Storage Materials,2022,review,cathode,77.78,Good,3,3,2,7,3,5,0,2,False,True,True
Luo_et_al__-_2023_-_A_Li-rich_layered_oxide_cathode_with_negligible_vo_reactions.json,A Li-rich layered oxide cathode with negligible voltage decay,10.1038/s41560-023-01289-6,Nature Energy,2023,research-article,cathode,80.51,Good,1,14,6,11,7,6,1,2,False,True,True
Luo_et_al__-_A_chemically_stabilized_sulfur_cathode_for_lean_el_reactions.json,A chemically stabilized sulfur cathode for lean electrolyte lithium sulfur batteries,10.1073/pnas.2006301117,Proceedings of the National Academy of Sciences,2020,research article,cathode,75.56,Good,3,7,4,5,7,5,2,2,False,True,True
Lutz_and_Pfitzner_-_Fast_ionic_conductivity_of_ternary_iodides_in_the__reactions.json,"Fast ionic conductivity of ternary iodides in the systems LiI–M II I2 (M II  = Mn, Cd, Pb)",,Solid State Ionics,1993,research-article,solid-state electrolyte,98.73,Excellent,4,7,4,9,2,14,1,2,False,False,False
Lutz_et_al__-_Ionic_Conductivity__Structural__IR_and_Raman_Spect_reactions.json,"Ionic Conductivity, Structural, IR and Raman Spectroscopic Data of Olivine, Sr2 PbO4, and Na2 CuF4  Type Lithium and Sodium Chlorides  Li2 ZnCl4  and Na2 M Cl4  (M  =  Mg, Ti, Cr, Mn, Co, Zn, Cd)",,Zeitschrift für Naturforschung B,1987,inorganic_solid_state_synthesis,cathode,98.83,Excellent,8,19,8,11,6,8,1,3,False,False,False
Lv_et_al__-_2022_-_Two-dimensional_V2C_Se__MXene__composite_cathode_m_reactions.json,Two-dimensional V2C@Se (MXene) composite cathode material for high-performance rechargeable aluminum batteries,10.1016/j.ensm.2022.01.019,Energy Storage Materials,2022,research article,cathode,98.33,Excellent,2,4,2,2,5,11,1,1,False,True,True
M_hle_et_al__-_2004_-_New_Insights_into_the_Structural_and_Dynamical_Fea_reactions.json,"New Insights into the Structural and Dynamical Features of Lithium Hexaoxometalates Li7MO6 (M = Nb, Ta, Sb, Bi)",10.1021/ic030208w,Inorganic Chemistry,2004,inorganic_synthesis_and_characterization,ion transport,99.31,Excellent,8,12,9,17,5,10,1,2,False,False,False
Ma_and_Tietz_-_2020_-_Solid_State_Electrolyte_Materials_for_Sodium_Batte_reactions.json,Solid-State Electrolyte Materials for Sodium Batteries: Towards Practical Applications,10.1002/celc.202000164,ChemElectroChem,2020,review,solid-state electrolyte,100.0,Excellent,0,6,0,0,1,3,0,1,False,False,False
Ma_and_Xu_-_2022_-_Enhanced_critical_current_density_of_Garnet_Li7La3_reactions.json,Enhanced critical current density of Garnet Li7La3Zr2O12 solid electrolyte by incorporation of LiBr,10.1016/j.electacta.2022.139986,Electrochimica Acta,2022,research-article,solid-state electrolyte,75.61,Good,2,17,4,7,6,8,1,2,False,True,True
Ma_et_al__-_2018_-_Progress_and_prospect_on_failure_mechanisms_of_sol_reactions.json,Progress and prospect on failure mechanisms of solid-state lithium batteries,https://doi.org/10.1016/j.jpowsour.2018.04.055,Journal of Power Sources,2018,review article,interface/interphase,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Ma_et_al__-_2018_-_Recent_achievements_on_sulfide-type_solid_electrol_reactions.json,Recent achievements on sulfide-type solid electrolytes: crystal structures and electrochemical performance,10.1007/s10853-017-1827-6,Journal of Materials Science,2018,review article,solid-state electrolyte,99.09,Excellent,9,5,5,5,7,7,0,4,False,False,False
Ma_et_al__-_2019_-_Prevention_of_dendrite_growth_and_volume_expansion_reactions.json,Prevention of dendrite growth and volume expansion to give high-performance aprotic bimetallic Li-Na alloy–O2 batteries,10.1038/s41557-018-0166-9,Nature Chemistry,2019,research article,electrolyte (liquid/polymer),96.74,Excellent,2,9,5,5,5,8,1,1,False,False,True
Ma_et_al__-_2021_-_Two-dimensional_materials_as_a_stabilized_interpha_reactions.json,Two-dimensional materials as a stabilized interphase for the solid-state electrolyte Li10GeP2S12 in lithium metal batteries,10.1039/d0ta07589b,Journal of Materials Chemistry A,2021,research-article,solid-state electrolyte,97.73,Excellent,0,4,0,0,5,10,1,0,False,False,False
Ma_et_al__-_2023_-_Shaping_a_Soft_Future_Patterning_Liquid_Metals_reactions.json,Shaping  a Soft Future: Patterning Liquid Metals,10.1002/adma.202205196,,2022,review,other/general,100.0,Excellent,0,3,0,0,0,0,0,0,False,False,False
Maekawa_et_al__-_2008_-_Enhanced_lithium_ion_conduction_and_the_size_effec_reactions.json,Enhanced lithium ion conduction and the size effect on interfacial phase in Li2ZnI4–mesoporous alumina composite electrolyte,10.1016/j.ssi.2007.10.018,Solid State Ionics,2008,research-article,electrolyte (liquid/polymer),94.05,Excellent,4,6,4,12,5,11,1,2,False,False,False
Maeng_et_al__-_2020_-_Enhanced_mechanical_strength_and_electrochemical_p_reactions.json,Enhanced mechanical strength and electrochemical performance of core–shell structured high–nickel cathode material,10.1016/j.jpowsour.2019.227395,Journal of Power Sources,2020,materials synthesis,cathode,95.5,Excellent,5,9,6,8,6,13,0,0,False,True,True
Maier_-_1995_-_Ionic_conduction_in_space_charge_regions_reactions.json,IONIC CONDUCTION IN SPACE CHARGE REGIONS,,Progress in Solid State Chemistry,1995,review,electrolyte (liquid/polymer),100.0,Excellent,2,8,0,0,3,4,1,0,False,False,False
Malik_et_al__-_2010_-_Particle_Size_Dependence_of_the_Ionic_Diffusivity_reactions.json,Particle Size Dependence of the Ionic Diffusivity,10.1021/nl1023595,Nano Letters,2010,research-article,ion transport,97.92,Excellent,1,4,0,0,5,7,2,0,False,False,False
Manthiram_-_2020_-_A_reflection_on_lithium-ion_battery_cathode_chemis_reactions.json,A reflection on lithium-ion battery cathode chemistry,10.1038/s41467-020-15355-0,Nature Communications,2020,review article,cathode,98.25,Excellent,4,4,0,0,4,5,0,3,False,False,False
Manthiram_et_al__-_2013_-_Challenges_and_Prospects_of_Lithium_Sulfur_Batteri_reactions.json,Challenges and Prospects of Lithium–Sulfur Batteries,10.1021/ar300179v,Accounts of Chemical Research,2013,review article,cathode,97.5,Excellent,1,2,3,3,1,1,0,2,False,True,False
Manthiram_et_al__-_2017_-_Lithium_battery_chemistries_enabled_by_solid-state_reactions.json,Lithium battery chemistries enabled by solid-state electrolytes,10.1038/natrevmats.2016.103,Nature Reviews Materials,2017,review article,solid-state electrolyte,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Marchiori_et_al__-_2020_-_Understanding_the_Electrochemical_Stability_Window_reactions.json,Understanding the Electrochemical Stability Window of Polymer Electrolytes in Solid-State Batteries from Atomic-Scale Modeling: The Role of Li-Ion Salts,10.1021/acs.chemmater.0c01489,Chemistry of Materials,2020,computational study,electrolyte (liquid/polymer),78.33,Good,0,11,0,0,1,0,1,1,False,False,False
Marcolongo_and_Marzari_-_2017_-_Ionic_correlations_and_failure_of_Nernst-Einstein__reactions.json,Ionic correlations and failure of Nernst-Einstein relation in solid-state electrolytes,10.1103/PhysRevMaterials.1.025402,Physical Review Materials,2017,computational study,solid-state electrolyte,86.11,Good,1,4,0,0,1,4,1,0,False,False,False
Marcolongo_et_al__-_2020_-_Simulating_Diffusion_Properties_of_Solid_State_Ele_reactions.json,Simulating Diffusion Properties of Solid-State Electrolytes via a Neural Network Potential: Performance and Training Scheme,10.1002/syst.201900031,ChemSystemsChem,2020,research article,solid-state electrolyte,100.0,Excellent,3,3,0,0,3,3,1,0,False,False,False
Marques_et_al__-_2019_-_Comparative_life_cycle_assessment_of_lithium-ion_b_reactions.json,Comparative life cycle assessment of lithium-ion batteries for electric vehicles addressing capacity fade,10.1016/j.jclepro.2019.05.026,Journal of Cleaner Production,2019,research article,other/general,97.22,Excellent,2,2,1,4,1,2,1,1,False,False,False
Mei_et_al__-_2023_-_Unconventional_solid-state_electrolytes_for_lithiu_reactions.json,Unconventional solid-state electrolytes for lithium-based batteries: Recent advances and challenges,10.1016/j.jpowsour.2022.232257,Journal of Power Sources,2023,review,solid-state electrolyte,98.57,Excellent,2,5,5,5,3,4,1,2,False,True,True
Meng_et_al__-_2017_-_Theoretical_prediction_of_MXene-like_structured_Ti_reactions.json,Theoretical prediction of MXene-like structured Ti3C4 as a high capacity electrode material for Na ion batteries,10.1039/c7cp06171d,Physical Chemistry Chemical Physics,2017,computational study,Na-ion,80.0,Good,1,3,1,1,4,11,3,0,False,True,False
Minato_and_Abe_-_2017_-_Surface_and_interface_sciences_of_Li-ion_batteries_reactions.json,Surface and interface sciences of Li-ion batteries -Research progress in electrode –electrolyte interface-,10.1016/j.progsurf.2017.10.001,Progress in Surface Science,2017,review article,electrolyte (liquid/polymer),80.77,Good,3,8,3,3,3,7,1,2,False,False,False
Mo_et_al__-_2012_-_First_Principles_Study_of_the_Li_10_GeP_reactions.json,First Principles Study of the Li10GeP2S12 Lithium Super Ionic Conductor Material,10.1021/cm203303y,Chemistry of Materials,2012,computational study,solid-state electrolyte,89.66,Good,1,8,0,0,3,8,1,1,False,False,False
Mo_et_al__-_2019_-_Inside_or_Outside_Origin_of_Lithium_Dendrite_Form_reactions.json,Inside or Outside: Origin of Lithium Dendrite Formation of All Solid-State Electrolytes,10.1002/aenm.201902123,Advanced Energy Materials,2019,materials_synthesis,solid-state electrolyte,96.55,Excellent,2,8,4,5,6,9,1,2,False,True,True
Moon_et_al__-_2021_-_The_correlation_between_particle_hardness_and_cycl_reactions.json,The correlation between particle hardness and cycle performance of layered cathode materials for lithium-ion batteries,10.1016/j.jpowsour.2020.229359,Journal of Power Sources,2021,materials_synthesis,cathode,99.1,Excellent,2,14,4,6,6,10,1,1,False,True,True
Moradabadi_and_Kaghazchi_-_2019_-_Defect_chemistry_in_cubic_Li6_25Al0_25La3Zr2O12_so_reactions.json,Defect chemistry in cubic Li 6.25Al0.25La3Zr2O12 solid electrolyte: A density functional theory study,10.1016/j.ssi.2019.04.023,Solid State Ionics,2019,computational study,solid-state electrolyte,80.0,Good,2,0,0,0,3,3,1,0,False,False,False
Moradabadi_and_Kaghazchi_-_2020_-_Effect_of_lattice_and_dopant_induced_strain_on_the_reactions.json,Effect of lattice and dopant–induced strain on the conductivity of solid electrolytes: application of the elastic dipole method,10.1016/j.mtla.2020.100607,Materialia,2020,computational study,solid-state electrolyte,88.57,Good,4,0,0,0,2,3,1,0,False,False,False
Mu_et_al__-_2019_-_Dopant_Distribution_in_Co-Free_High-Energy_Layered_reactions.json,Dopant Distribution in Co-Free High-Energy Layered Cathode Materials,10.1021/acs.chemmater.9b03603,Chemistry of Materials,2019,materials synthesis and electrochemistry,cathode,79.23,Good,2,14,8,13,7,9,2,2,False,True,True
Mu_oz-Torrero_et_al__-_2019_-_A_critical_perspective_on_rechargeable_Al-ion_batt_reactions.json,A critical perspective on rechargeable Al-ion battery technology,10.1039/c9dt02132a,Dalton Transactions,2019,frontier article / perspective,review,98.36,Excellent,0,12,0,0,0,0,2,1,False,False,False
Mukherjee_et_al__-_2018_-_Beyond_Graphene_Anode_Materials_for_Emerging_Metal_reactions.json,Beyond Graphene Anode Materials for Emerging Metal Ion Batteries and Supercapacitors,10.1007/s40820-018-0224-2,Nano-Micro Letters,2018,review article,anode,100.0,Excellent,0,0,0,0,0,0,1,0,False,False,False
Mukhopadhyay_et_al__-_2015_-_Structure_and_Stoichiometry_in_Supervalent_Doped_L_reactions.json,Structure and Stoichiometry in Supervalent Doped Li7La3Zr2O12,10.1021/acs.chemmater.5b00362,Chemistry of Materials,2015,research article,solid-state electrolyte,82.35,Good,4,8,8,8,3,11,1,3,False,False,False
Mulliner_et_al__-_2015_-_Diffusion_in_Li_2_O_studied_by_non-equi_reactions.json,Diffusion in Li2O studied by non-equilibrium molecular dynamics for 873 < T / K < 1603,10.1039/c5cp02628h,Physical Chemistry Chemical Physics,2015,computational study,ion transport,100.0,Excellent,1,1,0,0,4,4,1,0,False,False,False
Murata_et_al__-_2000_-_An_overview_of_the_research_and_development_of_sol_reactions.json,An overview of the research and development of solid polymer electrolyte batteries,,Electrochimica Acta,2000,review article,electrolyte (liquid/polymer),97.3,Excellent,3,8,2,2,3,8,0,1,False,False,False
Murch_-_1982_-_The_haven_ratio_in_fast_ionic_conductors_reactions.json,THE HAVEN RATIO IN FAST IONIC CONDUCTORS,,Solid State Ionics,1982,review,ion transport,100.0,Excellent,0,0,0,0,1,2,0,0,False,False,False
Murphy_-_2020_-_A_point_defect_model_for_YBa_2_Cu__reactions.json,A point defect model for YBa2Cu3O7 from density functional theory,10.1088/2399-6528/abc9a7,Journal of Physics Communications,2020,computational study,computational/ML,81.82,Good,1,5,1,1,1,4,1,0,False,False,False
Murugan_et_al__-_2007_-_Fast_Lithium_Ion_Conduction_in_Garnet-Type_Li7La3Z_reactions.json,Fast Lithium Ion Conduction in Garnet-Type Li7La3Zr2O12,10.1002/anie.200701144,Angewandte Chemie International Edition,2007,materials synthesis,solid-state electrolyte,94.52,Excellent,1,4,7,9,4,15,1,2,False,False,False
Muy_et_al__-_2019_-_High-Throughput_Screening_of_Solid-State_Li-Ion_Co_reactions.json,High-Throughput Screening of Solid-State Li-Ion Conductors Using Lattice-Dynamics Descriptors,10.1016/j.isci.2019.05.036,iScience,2019,research article,solid-state electrolyte,85.11,Good,1,3,3,3,2,8,0,1,False,False,False
Naik_and_Jain_-_2018_-_Substrate_screening_effects_on_the_quasiparticle_b_reactions.json,Substrate screening effects on the quasiparticle band gap and defect charge transition levels in MoS2,10.1103/PhysRevMaterials.2.084002,Physical Review Materials,2018,computational study,computational/ML,79.66,Good,1,9,0,0,2,6,2,0,False,False,False
Nation_et_al__-_2021_-_Redox-couple_investigations_in_Si-doped_Li-rich_ca_reactions.json,Redox-couple investigations in Si-doped Li-rich cathode materials,10.1039/d0cp05737a,Physical Chemistry Chemical Physics,2021,research-article,cathode,98.84,Excellent,2,10,4,7,3,6,1,4,False,False,False
Ng_et_al__-_2020_-_Predicting_the_state_of_charge_and_health_of_batte_reactions.json,Predicting the state of charge and health of batteries using data-driven machine learning,10.1038/s42256-020-0156-7,Nature Machine Intelligence,2020,review,computational/ML,100.0,Excellent,0,0,0,0,0,0,1,0,False,False,False
Ngandjong_et_al__-_2017_-_Multiscale_Simulation_Platform_Linking_Lithium_Ion_reactions.json,Multiscale Simulation Platform Linking Lithium Ion Battery Electrode Fabrication Process with Performance at the Cell Level,10.1021/acs.jpclett.7b02647,The Journal of Physical Chemistry Letters,2017,computational modelling study,computational/ML,98.51,Excellent,3,4,5,5,2,4,1,2,False,False,False
Nguyen_et_al__-_2019_-_Density_Functional_Theory-Assisted_31_P_reactions.json,Density Functional Theory-Assisted 31P and 23Na Magic-Angle Spinning Nuclear Magnetic Resonance Study of the Na3V2(PO4)2F3−Na3V2(PO4)2FO2 Solid Solution: Unraveling Its Local and Electronic Structures,10.1021/acs.chemmater.9b03546,Chemistry of Materials,2019,materials synthesis and characterization,cathode,98.41,Excellent,5,3,3,3,2,0,1,3,False,False,False
Nguyen_et_al__-_2021_-_Polypeptide_organic_radical_batteries_reactions.json,Polypeptide organic radical batteries,10.1038/s41586-021-03399-1,Nature,2021,research article,other/general,77.22,Good,2,21,11,11,3,6,2,3,False,True,True
Nguyen_et_al__-_Density_Functional_Theory-Assisted_31P_and_23Na_Ma_reactions.json,Density Functional Theory -Assisted 31P and 23Na Magic -Angle Spinning  Nuclear Magnetic Resonance Study of the Na3V2(PO4)2F3 – Na3V2(PO4)2FO2 Solid Solution: Unravel ing Its Local and Electronic Structure s,,,,supporting_information,Na-ion,97.92,Excellent,4,1,0,0,5,7,1,0,False,False,False
Nie_et_al__-_2015_-_Twin_Boundary-Assisted_Lithium_Ion_Transport_reactions.json,Twin Boundary-Assisted Lithium Ion Transport,10.1021/nl504087z,Nano Letters,2015,research article,ion transport,93.75,Excellent,3,7,3,6,5,5,1,3,False,False,False
Ning_et_al__-_2021_-_Visualizing_plating-induced_cracking_in_lithium-an_reactions.json,Visualizing plating-induced cracking in lithium-anode solid-electrolyte cells,10.1038/s41563-021-00967-8,Nature Materials,2021,research-article,solid-state electrolyte,93.18,Excellent,1,7,7,9,5,0,0,1,False,False,False
Ning_et_al__-_2023_-_Dendrite_initiation_and_propagation_in_lithium_met_reactions.json,Dendrite initiation and propagation in lithium metal solid-state batteries,10.1038/s41586-023-05970-4,Nature,2023,materials_synthesis_and_electrochemistry,electrolyte (liquid/polymer),80.56,Good,2,4,5,10,5,4,2,2,False,False,True
Nitta_et_al__-_2015_-_Li-ion_battery_materials_present_and_future_reactions.json,Li-ion battery materials: present and future,10.1016/j.mattod.2014.10.040,Materials Today,2015,review,other/general,100.0,Excellent,0,0,0,0,0,0,1,0,False,False,False
Nolan_et_al__-_2018_-_Computation-Accelerated_Design_of_Materials_and_In_reactions.json,Computation-Accelerated Design of Materials and Interfaces for All-Solid-State Lithium-Ion Batteries,10.1016/j.joule.2018.08.017,Joule,2018,review,solid-state electrolyte,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
O_Rourke_and_Morgan_-_2018_-_Interfacial_strain_effects_on_lithium_diffusion_pa_reactions.json,Interfacial strain effects on lithium diffusion pathways in the spinel solid electrolyte Li-doped MgAl2O4,10.1103/PhysRevMaterials.2.045403,Physical Review Materials,2018,computational study,solid-state electrolyte,96.3,Excellent,2,0,0,0,2,4,1,0,False,False,False
Oh_et_al__-_2018_-_Native_Defects_in_Li_10_GeP_2sub_reactions.json,Native Defects in Li10GeP2S12 and Their Effect on Lithium Diffusion,10.1021/acs.chemmater.8b01163,Chemistry of Materials,2018,computational study,solid-state electrolyte,100.0,Excellent,1,0,0,0,3,0,1,0,False,False,False
Ohta_et_al__-_2006_-_Enhancement_of_the_High-Rate_Capability_of_Solid-S_reactions.json,Enhancement of the High-Rate Capability of Solid-State Lithium Batteries by Nanoscale Interfacial Modification,10.1002/adma.200502604,Advanced Materials,2006,materials_synthesis,other/general,80.43,Good,1,12,3,4,5,6,1,0,False,True,False
Ong_et_al__-_2010_-_Thermal_stabilities_of_delithiated_olivine_MPO4__M_reactions.json,"Thermal stabilities of delithiated olivine MPO4 (M = Fe, Mn) cathodes investigated using first principles calculations",10.1016/j.elecom.2010.01.010,Electrochemistry Communications,2010,computational study,cathode,82.22,Good,4,4,0,0,0,0,1,2,False,True,False
Ong_et_al__-_2011_-_Voltage__stability_and_diffusion_barrier_differenc_reactions.json,"Voltage, stability and diffusion barrier differences between sodium-ion and lithium-ion intercalation materials",10.1039/c1ee01782a,Energy & Environmental Science,2011,computational study,cathode,95.35,Excellent,6,0,0,0,2,5,1,1,False,False,False
Ong_et_al__-_2012_-_Phase_stability__electrochemical_stability_and_ion_reactions.json,"Phase stability, electrochemical stability and ionic conductivity in the Li10−MP2X12 (M = Ge, Si, Sn, Al or P, and X = O, S or Se) family of superionic conductors",,Energy & Environmental Science (Electronic Supplementary Material),2012,computational study,solid-state electrolyte,90.16,Excellent,4,5,0,0,4,4,1,0,False,False,False
Ong_et_al__-_2013_-_Phase_stability__electrochemical_stability_and_ion_reactions.json,"Phase stability, electrochemical stability and ionic conductivity of the Li10/C61MP2X12 (M = Ge, Si, Sn, Al or P, and X = O, S or Se) family of superionic conductors",10.1039/c2ee23355j,Energy & Environmental Science,2013,computational study,solid-state electrolyte,98.25,Excellent,11,0,0,0,0,0,4,0,False,False,False
Othman_et_al__-_2020_-_Recovery_of_metals_from_spent_lithium-ion_batterie_reactions.json,Recovery of metals from spent lithium-ion batteries using ionic liquid [P8888][Oleate],10.1016/j.seppur.2020.117435,Separation and Purification Technology,2020,research article,electrolyte (liquid/polymer),97.97,Excellent,3,16,11,19,5,8,1,2,False,False,False
Ou_et_al__-_2021_-_Advances_and_Prospects_of_Dual_Ion_Batteries_reactions.json,Advances and Prospects of Dual-Ion Batteries,10.1002/aenm.202102498,Advanced Energy Materials,2021,review article,electrolyte (liquid/polymer),100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Oukassi_et_al__-_2019_-_Transparent_Thin_Film_Solid-State_Lithium_Ion_Batt_reactions.json,Transparent Thin Film Solid-State Lithium Ion Batteries,10.1021/acsami.8b16364,ACS Applied Materials & Interfaces,2019,research article,solid-state electrolyte,99.29,Excellent,1,15,12,16,5,8,2,2,False,False,True
Oyakhire_et_al__-_2022_-_Electrical_resistance_of_the_current_collector_con_reactions.json,Electrical resistance of the current collector controls lithium morphology,10.1038/s41467-022-31507-w,Nature Communications,2022,materials synthesis and electrochemistry,other/general,79.12,Good,4,9,5,12,2,7,1,2,False,False,True
Pan_et_al__-_2016_-_Design_of_Nanostructured_Heterogeneous_Solid_Ionic_reactions.json,Design of Nanostructured Heterogeneous Solid Ionic Coatings through a Multiscale Defect Model,10.1021/acsami.5b12030,ACS Applied Materials & Interfaces,2016,computational_theoretical_study,solid-state electrolyte,96.43,Excellent,1,2,0,0,1,2,1,0,False,False,False
Pan_et_al__-_Supporting_Information_Design_of_nano-structured_h_reactions.json,Design of nano-structured heterogeneous solid ionic coatings through a multi-scale defect model,,,,supporting_information,other/general,100.0,Excellent,0,4,0,0,0,0,1,0,False,False,False
Pande_and_Viswanathan_-_2019_-_Computational_Screening_of_Current_Collectors_for__reactions.json,Computational Screening of Current Collectors for Enabling Anode-Free Lithium Metal Batteries,10.1021/acsenergylett.9b02306,ACS Energy Letters,2019,computational study,anode,98.68,Excellent,0,15,0,0,1,16,1,0,False,False,False
Pang_et_al__-_2021_-_Interactions_are_important_Linking_multi-physics__reactions.json,Interactions are important: Linking multi-physics mechanisms to the performance and degradation of solid-state batteries,10.1016/j.mattod.2021.02.011,Materials Today,2021,review,other/general,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Park_and_Goodenough_-_2017_-_Dendrite_Suppressed_Lithium_Plating_from_a_Liquid__reactions.json,Dendrite-Suppressed Lithium Plating from a Liquid Electrolyte via Wetting of Li3N,10.1002/aenm.201700732,Advanced Energy Materials,2017,materials synthesis and electrochemistry,anode,98.77,Excellent,2,7,5,9,4,19,0,2,False,False,True
Park_et_al__-_2016_-_Lithium-excess_olivine_electrode_for_lithium_recha_reactions.json,Lithium-excess olivine electrode for  lithium rechargeable  batteries,,Energy & Environmental Science (Electronic Supplementary Material),2016,materials_synthesis,cathode,98.77,Excellent,1,6,7,8,4,7,1,2,False,True,False
Park_et_al__-_2019_-_Degradation_Mechanism_of_Ni-Enriched_NCA_Cathode_f_reactions.json,Degradation Mechanism of Ni-Enriched NCA Cathode for Lithium Batteries: Are Microcracks Really Critical?,10.1021/acsenergylett.9b00733,ACS Energy Letters,2019,materials_synthesis_and_evaluation,cathode,98.31,Excellent,3,1,3,3,6,21,1,2,False,True,True
Park_et_al__-_2021_-_Direct_Cathode_Recycling_of_End-Of-Life_Li-Ion_Bat_reactions.json,Direct Cathode Recycling of End-Of-Life Li-Ion Batteries Enabled by Redox Mediation,10.1021/acssuschemeng.1c02133,ACS Sustainable Chemistry & Engineering,2021,research article,cathode,84.04,Good,1,10,4,8,7,13,1,3,False,True,False
Park_et_al__-_2022_-_Crystal_Structure_of_Na_2_V_2sub_reactions.json,"Crystal Structure of Na2V2(PO4)3, an Intriguing Phase Spotted in the Na3V2(PO4)3−Na1V2(PO4)3 System",10.1021/acs.chemmater.1c04033,Chemistry of Materials,2022,materials synthesis and characterization,solid-state electrolyte,95.29,Excellent,1,9,5,5,4,5,0,3,False,False,False
Park_et_al__-_2022_-_Introducing_high-valence_elements_into_cobalt-free_reactions.json,Introducing high-valence elements into cobalt-free layered cathodes for practical lithium-ion batteries,10.1038/s41560-022-01106-6,Nature Energy,2022,materials synthesis and electrochemistry,cathode,77.97,Good,3,15,3,10,7,3,1,2,False,True,True
Park_et_al__-_Supplementary_Information_reactions.json,"Crystal Structure of Na2V2(PO4)3, an Intriguing Phase Spotted in the Na3V2(PO4)3 – Na1V2(PO4)3 System",,,,supplementary_information,Na-ion,98.04,Excellent,4,0,1,1,6,13,2,1,False,False,False
Pasta_et_al__-_2020_-_2020_roadmap_on_solid-state_batteries_reactions.json,2020 roadmap on solid-state batteries,10.1088/2515-7655/ab95f4,Journal of Physics: Energy,2020,review,cathode,84.62,Good,2,5,2,7,1,1,0,2,False,False,False
Pender_et_al__-_2020_-_Electrode_Degradation_in_Lithium-Ion_Batteries_reactions.json,Electrode Degradation in Lithium-Ion Batteries,10.1021/acsnano.9b04365,ACS Nano,2020,review article,other/general,100.0,Excellent,0,0,0,0,0,0,0,0,False,False,False
Periyapperuma_et_al__-_2021_-_Fluorine-free_ionic_liquid_electrolytes_for_sustai_reactions.json,Fluorine-free ionic liquid electrolytes for sustainable neodymium recovery using an electrochemical approach,10.1039/d1gc00361e,Green Chemistry,2021,research article,electrolyte (liquid/polymer),85.53,Good,2,6,4,4,5,6,1,1,True,False,False
Persson_et_al__-_2010_-_Lithium_Diffusion_in_Graphitic_Carbon_reactions.json,Lithium Diffusion in Graphitic Carbon,10.1021/jz100188d,Journal of Physical Chemistry Letters,2010,research article,anode,98.44,Excellent,3,5,4,4,1,6,1,2,False,False,False
Pfitzner_et_al__-_1990_-_Li2ZnI4_A_neutron_powder_study_reactions.json,Li2ZnI4: A Neutron Powder Study,,Journal of Solid State Chemistry,1990,brief communication,cathode,82.86,Good,1,2,1,5,2,6,0,2,False,False,False
Pham_et_al__-_2016_-_Formation_and_Dynamics_of_Electron-Irradiation-Ind_reactions.json,Formation and Dynamics of Electron-Irradiation-Induced Defects in Hexagonal Boron Nitride at Elevated Temperatures,10.1021/acs.nanolett.6b03442,Nano Letters,2016,research article,other/general,92.98,Excellent,1,4,3,3,4,4,1,2,False,False,False
Phiri_et_al__-_2022_-_Dendrite_Suppression_by_Lithium-Ion_Redistribution_reactions.json,Dendrite Suppression by Lithium-Ion Redistribution and Lithium Wetting of Lithium Zeolite Li2(Al2Si4O12) in Liquid Electrolytes,10.1021/acsami.2c12512,ACS Applied Materials & Interfaces,2022,materials synthesis and electrochemistry,anode,99.26,Excellent,2,16,9,13,5,6,1,2,False,True,True
Pinson_and_Bazant_-_2013_-_Theory_of_SEI_Formation_in_Rechargeable_Batteries_reactions.json,"Theory of SEI Formation in Rechargeable Batteries: Capacity Fade, Accelerated Aging and Lifetime Prediction",10.1149/2.044302jes,Journal of The Electrochemical Society,2013,research-article,electrolyte (liquid/polymer),92.68,Excellent,1,6,0,0,0,0,3,1,False,False,False
