filename,title,doi,journal,year,raw_paper_type,paper_category,has_experimental_section,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,char_methods_normalized,tags
Ling_-_2022_-_A_review_of_the_recent_progress_in_battery_informa_reactions.json,A review of the recent progress in battery informatics,https://doi.org/10.1038/s41524-022-00713-x,npj Computational Materials,2022,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,battery informatics|machine learning|materials science
Liu_et_al__-_2014_-_First-Principles_Studies_of_Li_Nucleation_on_Graph_reactions.json,First-Principles Studies of Li Nucleation on Graphene,10.1021/jz500199d,The Journal of Physical Chemistry Letters,2014,computational study,computational,False,94.12,Excellent,1,2,0,0,3,3,DFT calculation|DFT calculation|GW,DFT|Li-ion battery|graphene|lithium nucleation
Liu_et_al__-_2016_-_Recent_progress_in_sulfide-based_solid_electrolyte_reactions.json,Recent progress in sulfide-based solid electrolytes for Li-ion batteries,10.1016/j.mseb.2016.03.005,Materials Science and Engineering B,2016,review,review,True,89.52,Good,7,5,5,7,8,8,XRD|Raman spectroscopy|SEM|EIS|EIS|EIS|Cyclic voltammetry|EIS,solid electrolyte|lithium battery|sulfide glass|glass-ceramic
Liu_et_al__-_2017_-_Enhancing_ionic_conductivity_in_composite_polymer__reactions.json,Enhancing ionic conductivity in composite polymer electrolytes with well-aligned ceramic nanowires,10.1038/nenergy.2017.35,Nature Energy,2017,research article,experimental_synthesis,True,90.38,Excellent,2,10,7,9,5,9,EIS|Hebb–Wagner polarization|Transference number measurement|Arrhenius analysis|TEM,solid polymer electrolyte|ceramic nanowires|ionic conductivity
Liu_et_al__-_2018_-_Approaching_the_capacity_limit_of_lithium_cobalt_o_reactions.json,Approaching the capacity limit of lithium cobalt oxide in lithium ion batteries via lanthanum and aluminium doping,10.1038/s41560-018-0180-6,Nature Energy,2018,research-article,experimental_synthesis,True,80.95,Good,3,8,3,3,5,7,XRD|TEM|ICP|SEM|GITT,lithium-ion battery|cathode|doping|LiCoO2|lanthanum|aluminium
Liu_et_al__-_2019_-_A_new_strategy_to_prepare_GeGeO2-reduced_graphene_reactions.json,A new strategy to prepare Ge/GeO2-reduced graphene oxide microcubes for high-performance lithium-ion batteries,10.1016/j.electacta.2019.06.076,Electrochimica Acta,2019,research article,experimental_synthesis,True,99.13,Excellent,1,17,3,15,6,8,XRD|Raman spectroscopy|TGA|BET|BJH pore size distribution|SEM,lithium-ion batteries|anode materials|germanium|graphene oxide
Liu_et_al__-_2019_-_Multi-ion_strategies_towards_emerging_rechargeable_reactions.json,Multi-ion strategies towards emerging rechargeable batteries with high performance,https://doi.org/10.1016/j.ensm.2019.03.028,Energy Storage Materials,2019,review,review,False,100.0,Excellent,0,0,0,0,0,0,,
Liu_et_al__-_2019_-_Recycling_of_spent_lithium-ion_batteries_in_view_o_reactions.json,Recycling of spent lithium-ion batteries in view of lithium recovery: A critical review,10.1016/j.jclepro.2019.04.304,Journal of Cleaner Production,2019,review,review,True,98.46,Excellent,1,5,7,8,0,0,,battery recycling|lithium recovery
Liu_et_al__-_2019_-_Ti_2_PTe_2_monolayer_a_prom_reactions.json,Ti2PTe2 monolayer: a promising two-dimensional anode material for sodium-ion batteries,10.1039/c9ra01686d,RSC Advances,2019,computational study,computational,True,97.92,Excellent,1,3,1,1,5,12,DFT calculation|Phonon dispersion (DFPT)|DFT calculation|CI-NEB|Bader charge analysis,DFT|sodium-ion batteries|two-dimensional materials|anode
Liu_et_al__-_2020_-_Machine_learning_assisted_materials_design_and_dis_reactions.json,Machine learning assisted materials design and discovery for rechargeable batteries,10.1016/j.ensm.2020.06.033,Energy Storage Materials,2020,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,machine learning|rechargeable batteries|materials informatics
Liu_et_al__-_2020_-_Reversible_Crosslinked_Polymer_Binder_for_Recyclab_reactions.json,Reversible Crosslinked Polymer Binder for Recyclable Lithium Sulfur Batteries with High Performance,10.1002/adfm.202003605,Advanced Functional Materials,2020,polymer_synthesis_and_battery_application,experimental_synthesis,True,98.26,Excellent,1,12,5,9,10,16,FTIR|Swelling Ratio|SEM|Peeling Test|Cyclic voltammetry|Galvanostatic cycling|TGA|XANES/EXAFS|In situ UV–vis|XPS,Li–S battery|polymer binder|recycling|crosslinking|ionic interaction
Liu_et_al__-_2021_-_Current_and_future_lithium-ion_battery_manufacturi_reactions.json,Current and future lithium-ion battery manufacturing,10.1016/j.isci.2021.102332,iScience,2021,perspective,perspective,True,98.96,Excellent,1,10,9,10,1,1,Galvanostatic cycling,lithium-ion batteries|manufacturing process|cost analysis
Liu_et_al__-_2021_-_Feature_Analyses_and_Modeling_of_Lithium-Ion_Batte_reactions.json,Feature Analyses and Modeling of Lithium-Ion Battery Manufacturing Based on Random Forest Classification,10.1109/TMECH.2020.3049046,IEEE/ASME Transactions on Mechatronics,2021,research article,experimental_synthesis,True,80.95,Good,1,4,6,6,2,0,Mass load measurement|Porosity measurement,lithium-ion battery|manufacturing|random forest|feature analysis
Liu_et_al__-_2021_-_Impedance_Modeling_of_Solid-State_Electrolytes_In_reactions.json,Impedance Modeling of Solid-State Electrolytes: Influence of the Contacted Space Charge Layer,10.1021/acsami.0c22986,ACS Applied Materials & Interfaces,2021,research article,experimental_synthesis,True,97.22,Excellent,1,3,1,1,1,3,EIS,solid-state electrolyte|impedance spectroscopy|LiPON
Liu_et_al__-_2021_-_In_situ_formation_of_a_Li_3_N-ri_reactions.json,In situ formation of a Li3N-rich interface between lithium and argyrodite solid electrolyte enabled by nitrogen doping,10.1039/d1ta03343c,Journal of Materials Chemistry A,2021,research-article,experimental_synthesis,True,76.34,Good,3,7,4,6,8,10,XRD|Raman spectroscopy|SEM|EIS|Galvanostatic cycling|Cyclic voltammetry|Galvanostatic cycling|XPS,solid electrolyte|argyrodite|nitrogen doping|Li metal batteries
Liu_et_al__-_2021_-_Understanding_Co_roles_towards_developing_Co-free__reactions.json,Understanding Co roles towards developing Co-free Ni-rich cathodes for rechargeable batteries,10.1038/s41560-021-00776-y,Nature Energy,2021,research article,experimental_synthesis,True,78.91,Good,9,11,5,12,5,0,XRD|TEM|XANES/EXAFS|DSC|Differential Electrochemical Mass Spectrometry (DEMS),Ni-rich cathodes|Co-free cathodes|Li-ion batteries
Liu_et_al__-_2022_-_Development_of_quasi-solid-state_anode-free_high-e_reactions.json,Development of quasi-solid-state anode-free high-energy lithium sulfide-based batteries,10.1038/s41467-022-32031-7,Nature Communications,2022,materials synthesis and electrochemistry,experimental_synthesis,True,96.49,Excellent,3,10,7,12,7,7,SEM|XRD|XPS|Ionic conductivity measurement|Ionic conductivity measurement|Li-ion transference number|Mechanical tensile test,Li2S cathode|MXene|quasi-solid-state electrolyte|anode-free battery
Liu_et_al__-_2022_-_Mechanisms_of_Ionic_Diffusion_and_Stability_of_the_reactions.json,Mechanisms of Ionic Diffusion and Stability of the Na4MnCr(PO4)3 Cathode,10.1021/acsmaterialslett.2c00194,ACS Materials Letters,2022,computational study,computational,False,91.89,Excellent,1,2,0,0,4,7,DFT calculation|PDOS analysis|CI-NEB|DFT calculation,DFT|AIMD|Na-ion batteries|cathode material
Liu_et_al__-_2022_-_Unlocking_the_Failure_Mechanism_of_Solid_State_Lit_reactions.json,Unlocking the Failure Mechanism of Solid State Lithium Metal Batteries,10.1002/aenm.202100748,Advanced Energy Materials,2021,review,review,False,97.14,Excellent,3,1,0,0,2,2,Ionic conductivity measurement|EIS,solid-state electrolyte|lithium metal batteries|failure mechanism
Logan_and_Dahn_-_2020_-_Electrolyte_Design_for_Fast-Charging_Li-Ion_Batter_reactions.json,Electrolyte Design for Fast-Charging Li-Ion Batteries,10.1016/j.trechm.2020.01.011,Trends in Chemistry,2020,review,review,True,80.28,Good,3,7,3,6,2,2,Galvanostatic cycling|Performance comparison,electrolytes|fast charging|Li-ion batteries
Logan_et_al__-_2020_-_Performance_and_Degradation_of_LiFePO_4_reactions.json,Performance and Degradation of LiFePO4/Graphite Cells: The Impact of Water Contamination and an Evaluation of Common Electrolyte Additives,10.1149/1945-7111/abbbbe,Journal of The Electrochemical Society,2020,electrochemistry,characterization_study,True,79.81,Good,2,11,6,10,5,5,Karl Fischer coulometric titration|EIS|DSC|TGA|Micro X-ray Fluorescence (μXRF),Li-ion battery|electrolyte additives|water contamination|LiFePO4|graphite
Lombardo_et_al__-_2022_-_Artificial_Intelligence_Applied_to_Battery_Researc_reactions.json,Artificial Intelligence Applied to Battery Research: Hype or Reality?,10.1021/acs.chemrev.1c00108,Chemical Reviews,2022,review,review,False,100.0,Excellent,0,0,0,0,0,0,,battery|machine learning|artificial intelligence
Lon_ari__et_al__-_2018_-_Strong_two-dimensional_plasmon_in_Li-intercalated__reactions.json,Strong two-dimensional plasmon in Li-intercalated hexagonal boron-nitride film with low damping,10.1038/s41699-018-0078-y,npj 2D Materials and Applications,2018,computational study,computational,False,85.71,Good,1,2,0,0,1,2,DFT calculation,plasmonics|2D materials|DFT
Lotsch_and_Maier_-_2017_-_Relevance_of_solid_electrolytes_for_lithium-based__reactions.json,Relevance of solid electrolytes for lithium-based batteries: A realistic view,10.1007/s10832-017-0091-0,Journal of Electroceramics,2017,review article,review,False,97.3,Excellent,3,0,0,0,4,4,EIS|EIS|EIS|Activation energy determination (Arrhenius),solid electrolyte|lithium battery|ionic conductivity
Lou_et_al__-_2020_-_Insights_into_interfacial_effect_and_local_lithium_reactions.json,Insights into interfacial effect and local lithium-ion transport in polycrystalline cathodes of solid-state batteries,10.1038/s41467-020-19528-9,Nature Communications,2020,battery research,experimental_synthesis,True,82.41,Good,2,10,5,10,9,9,SEM|Cyclic voltammetry|EIS|GITT|XANES/EXAFS|XRD|XANES/EXAFS|XANES/EXAFS|Nanotomography (TXM),solid polymer electrolyte|NCM cathode|solid-state battery
Lou_et_al__-_2021_-_Interface_Issues_and_Challenges_in_All_Solid_State_reactions.json,"Interface Issues and Challenges in All-Solid-State Batteries: Lithium, Sodium, and Beyond",10.1002/adma.202000721,Advanced Materials,2021,review,review,False,96.3,Excellent,0,2,0,0,2,2,Ionic conductivity measurement|Ionic conductivity measurement,solid-state batteries|interfaces|electrolytes
Lu_et_al__-_2015_-_Defect_chemistry_and_lithium_transport_in_Li__reactions.json,Defect chemistry and lithium transport in Li3OCl anti-perovskite superionic conductors,10.1039/c5cp05722a,Physical Chemistry Chemical Physics,2015,computational study,computational,False,93.62,Excellent,4,3,0,0,2,11,DFT calculation|DFT calculation,solid electrolyte|lithium transport|anti-perovskite|DFT|molecular dynamics
Lu_et_al__-_2016_-_Free-Standing_Copper_Nanowire_Network_Current_Coll_reactions.json,Free-Standing Copper Nanowire Network Current Collector for Improving Lithium Anode Performance,10.1021/acs.nanolett.6b01581,Nano Letters,2016,materials synthesis and electrochemistry study,experimental_synthesis,True,97.2,Excellent,2,13,4,5,6,8,XRD|XPS|SEM|Electrical resistance measurement|Galvanostatic cycling|EIS,Cu nanowire|current collector|lithium metal anode|dendrite suppression
Lung-Hao_Hu_et_al__-_2013_-_Graphene-modified_LiFePO4_cathode_for_lithium_ion__reactions.json,Graphene-modified LiFePO4 cathode for lithium ion battery beyond theoretical capacity,10.1038/ncomms2705,Nature Communications,2013,research-article,experimental_synthesis,True,89.08,Good,2,14,6,11,6,13,AFM|Raman spectroscopy|XPS|SEM|TEM|Cyclic voltammetry,lithium-ion battery|graphene|LiFePO4|cathode|electrochemical exfoliation
Luo_et_al__-_2022_-_Nickel-rich_and_cobalt-free_layered_oxide_cathode__reactions.json,Nickel-rich and cobalt-free layered oxide cathode materials for lithium ion batteries,10.1016/j.ensm.2022.05.019,Energy Storage Materials,2022,review,review,True,77.78,Good,3,3,2,7,3,5,electrochemical testing|electrochemical testing|electrochemical testing,nickel-rich cathode|cobalt-free|lithium-ion battery
Luo_et_al__-_2023_-_A_Li-rich_layered_oxide_cathode_with_negligible_vo_reactions.json,A Li-rich layered oxide cathode with negligible voltage decay,10.1038/s41560-023-01289-6,Nature Energy,2023,research-article,experimental_synthesis,True,80.51,Good,1,14,6,11,7,6,XRD|TEM|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|XRD|In-situ DEMS,lithium-ion batteries|Li-rich layered oxide|cathode material|voltage decay
Luo_et_al__-_A_chemically_stabilized_sulfur_cathode_for_lean_el_reactions.json,A chemically stabilized sulfur cathode for lean electrolyte lithium sulfur batteries,10.1073/pnas.2006301117,Proceedings of the National Academy of Sciences,2020,research article,experimental_synthesis,True,75.56,Good,3,7,4,5,7,5,XRD|Raman spectroscopy|FTIR|XPS|SEM|TEM|TGA,lithium–sulfur batteries|sulfur cathode|carbon–sulfur composite|lean electrolyte
Lutz_and_Pfitzner_-_Fast_ionic_conductivity_of_ternary_iodides_in_the__reactions.json,"Fast ionic conductivity of ternary iodides in the systems LiI–M II I2 (M II  = Mn, Cd, Pb)",,Solid State Ionics,1993,research-article,experimental_synthesis,True,98.73,Excellent,4,7,4,9,2,14,XRD|EIS,ionic conductivity|ternary iodides|solid electrolyte
Lutz_et_al__-_Ionic_Conductivity__Structural__IR_and_Raman_Spect_reactions.json,"Ionic Conductivity, Structural, IR and Raman Spectroscopic Data of Olivine, Sr2 PbO4, and Na2 CuF4  Type Lithium and Sodium Chlorides  Li2 ZnCl4  and Na2 M Cl4  (M  =  Mg, Ti, Cr, Mn, Co, Zn, Cd)",,Zeitschrift für Naturforschung B,1987,inorganic_solid_state_synthesis,experimental_synthesis,True,98.83,Excellent,8,19,8,11,6,8,X-ray Guinier powder diffraction|TEM|Differential Thermal Analysis (DTA)|EIS|FTIR|Raman spectroscopy,ternary chlorides|ionic conductivity|olivine type|Sr2PbO4 type|Na2CuF4 type
Lv_et_al__-_2022_-_Two-dimensional_V2C_Se__MXene__composite_cathode_m_reactions.json,Two-dimensional V2C@Se (MXene) composite cathode material for high-performance rechargeable aluminum batteries,10.1016/j.ensm.2022.01.019,Energy Storage Materials,2022,research article,experimental_synthesis,True,98.33,Excellent,2,4,2,2,5,11,BET|XRD|TEM|Electrochemical discharge test|Cyclic voltammetry,MXene|aluminum battery|cathode|V2C|selenium composite
M_hle_et_al__-_2004_-_New_Insights_into_the_Structural_and_Dynamical_Fea_reactions.json,"New Insights into the Structural and Dynamical Features of Lithium Hexaoxometalates Li7MO6 (M = Nb, Ta, Sb, Bi)",10.1021/ic030208w,Inorganic Chemistry,2004,inorganic_synthesis_and_characterization,experimental_synthesis,True,99.31,Excellent,8,12,9,17,5,10,XRD|XRD|EIS|NMR|DSC,lithium hexaoxometalates|ionic conductivity|solid-state reaction
Ma_and_Tietz_-_2020_-_Solid_State_Electrolyte_Materials_for_Sodium_Batte_reactions.json,Solid-State Electrolyte Materials for Sodium Batteries: Towards Practical Applications,10.1002/celc.202000164,ChemElectroChem,2020,review,review,False,100.0,Excellent,0,6,0,0,1,3,EIS,solid-state electrolyte|sodium batteries|conductivity
Ma_and_Xu_-_2022_-_Enhanced_critical_current_density_of_Garnet_Li7La3_reactions.json,Enhanced critical current density of Garnet Li7La3Zr2O12 solid electrolyte by incorporation of LiBr,10.1016/j.electacta.2022.139986,Electrochimica Acta,2022,research-article,experimental_synthesis,True,75.61,Good,2,17,4,7,6,8,XRD|Raman spectroscopy|EIS|SEM|CCD measurement (galvanostatic)|Battery cycling,solid-state electrolyte|LLZO|LiBr doping|critical current density
Ma_et_al__-_2018_-_Progress_and_prospect_on_failure_mechanisms_of_sol_reactions.json,Progress and prospect on failure mechanisms of solid-state lithium batteries,https://doi.org/10.1016/j.jpowsour.2018.04.055,Journal of Power Sources,2018,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,solid-state lithium batteries|failure mechanisms|interfaces|electrochemistry
Ma_et_al__-_2018_-_Recent_achievements_on_sulfide-type_solid_electrol_reactions.json,Recent achievements on sulfide-type solid electrolytes: crystal structures and electrochemical performance,10.1007/s10853-017-1827-6,Journal of Materials Science,2018,review article,review,True,99.09,Excellent,9,5,5,5,7,7,EIS|EIS|EIS|Cyclic voltammetry|Cyclic voltammetry|EIS|EIS,solid electrolyte|sulfide|lithium battery
Ma_et_al__-_2019_-_Prevention_of_dendrite_growth_and_volume_expansion_reactions.json,Prevention of dendrite growth and volume expansion to give high-performance aprotic bimetallic Li-Na alloy–O2 batteries,10.1038/s41557-018-0166-9,Nature Chemistry,2019,research article,experimental_synthesis,True,96.74,Excellent,2,9,5,5,5,8,XRD|SEM|EIS|Cyclic voltammetry|ICP,Li-Na alloy|Oxygen battery|dendrite suppression|SEI|electrolyte additive
Ma_et_al__-_2021_-_Two-dimensional_materials_as_a_stabilized_interpha_reactions.json,Two-dimensional materials as a stabilized interphase for the solid-state electrolyte Li10GeP2S12 in lithium metal batteries,10.1039/d0ta07589b,Journal of Materials Chemistry A,2021,research-article,computational,False,97.73,Excellent,0,4,0,0,5,10,DFT calculation|DFT calculation|CI-NEB|CI-NEB|Layer-resolved PDOS,solid-state electrolyte|Li10GeP2S12|DFT|2D materials|SEI|lithium metal batteries
Ma_et_al__-_2023_-_Shaping_a_Soft_Future_Patterning_Liquid_Metals_reactions.json,Shaping  a Soft Future: Patterning Liquid Metals,10.1002/adma.202205196,,2022,review,review,False,100.0,Excellent,0,3,0,0,0,0,,liquid metal|patterning|gallium alloys|stretchable electronics
Maekawa_et_al__-_2008_-_Enhanced_lithium_ion_conduction_and_the_size_effec_reactions.json,Enhanced lithium ion conduction and the size effect on interfacial phase in Li2ZnI4–mesoporous alumina composite electrolyte,10.1016/j.ssi.2007.10.018,Solid State Ionics,2008,research-article,experimental_synthesis,True,94.05,Excellent,4,6,4,12,5,11,BET|XRD|NMR|NMR|EIS,ionic conductor composite|lithium ion conductivity|mesoporous alumina
Maeng_et_al__-_2020_-_Enhanced_mechanical_strength_and_electrochemical_p_reactions.json,Enhanced mechanical strength and electrochemical performance of core–shell structured high–nickel cathode material,10.1016/j.jpowsour.2019.227395,Journal of Power Sources,2020,materials synthesis,experimental_synthesis,True,95.5,Excellent,5,9,6,8,6,13,SEM|EDX/EDS|ICP|Nanoindentation|Galvanostatic cycling|DSC,lithium-ion battery|cathode|core-shell|NMC811|high-nickel
Maier_-_1995_-_Ionic_conduction_in_space_charge_regions_reactions.json,IONIC CONDUCTION IN SPACE CHARGE REGIONS,,Progress in Solid State Chemistry,1995,review,review,False,100.0,Excellent,2,8,0,0,3,4,SEM|Contact angle measurement|EIS,ionic conduction|space charge|composite electrolytes|heterogeneous doping|grain boundaries
Malik_et_al__-_2010_-_Particle_Size_Dependence_of_the_Ionic_Diffusivity_reactions.json,Particle Size Dependence of the Ionic Diffusivity,10.1021/nl1023595,Nano Letters,2010,research-article,computational,False,97.92,Excellent,1,4,0,0,5,7,DFT calculation|DFT calculation|Computational diffusion calculation|Experimental chemical diffusivity (literature)|Computed vacancy self-diffusion,batteries|diffusion|nano|ab initio|LiFePO4
Manthiram_-_2020_-_A_reflection_on_lithium-ion_battery_cathode_chemis_reactions.json,A reflection on lithium-ion battery cathode chemistry,10.1038/s41467-020-15355-0,Nature Communications,2020,review article,review,False,98.25,Excellent,4,4,0,0,4,5,electrochemical testing|electrochemical testing|electrochemical testing|electrochemical testing,lithium-ion batteries|cathode chemistry
Manthiram_et_al__-_2013_-_Challenges_and_Prospects_of_Lithium_Sulfur_Batteri_reactions.json,Challenges and Prospects of Lithium–Sulfur Batteries,10.1021/ar300179v,Accounts of Chemical Research,2013,review article,review,True,97.5,Excellent,1,2,3,3,1,1,Electrochemical discharge capacity test,lithium-sulfur batteries|sulfur-carbon composites|battery cathodes
Manthiram_et_al__-_2017_-_Lithium_battery_chemistries_enabled_by_solid-state_reactions.json,Lithium battery chemistries enabled by solid-state electrolytes,10.1038/natrevmats.2016.103,Nature Reviews Materials,2017,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,solid-state electrolytes|lithium batteries|energy storage
Marchiori_et_al__-_2020_-_Understanding_the_Electrochemical_Stability_Window_reactions.json,Understanding the Electrochemical Stability Window of Polymer Electrolytes in Solid-State Batteries from Atomic-Scale Modeling: The Role of Li-Ion Salts,10.1021/acs.chemmater.0c01489,Chemistry of Materials,2020,computational study,computational,False,78.33,Good,0,11,0,0,1,0,DFT calculation,DFT|polymer electrolytes|electrochemical stability window
Marcolongo_and_Marzari_-_2017_-_Ionic_correlations_and_failure_of_Nernst-Einstein__reactions.json,Ionic correlations and failure of Nernst-Einstein relation in solid-state electrolytes,10.1103/PhysRevMaterials.1.025402,Physical Review Materials,2017,computational study,computational,False,86.11,Good,1,4,0,0,1,4,DFT calculation,solid-state electrolyte|Li10GeP2S12|ionic conductivity|first-principles molecular dynamics
Marcolongo_et_al__-_2020_-_Simulating_Diffusion_Properties_of_Solid_State_Ele_reactions.json,Simulating Diffusion Properties of Solid-State Electrolytes via a Neural Network Potential: Performance and Training Scheme,10.1002/syst.201900031,ChemSystemsChem,2020,research article,computational,False,100.0,Excellent,3,3,0,0,3,3,DFT calculation|DFT calculation|DFT calculation,solid-state electrolytes|machine learning potential|diffusion coefficient|activation energy|molecular dynamics
Marques_et_al__-_2019_-_Comparative_life_cycle_assessment_of_lithium-ion_b_reactions.json,Comparative life cycle assessment of lithium-ion batteries for electric vehicles addressing capacity fade,10.1016/j.jclepro.2019.05.026,Journal of Cleaner Production,2019,research article,experimental_synthesis,True,97.22,Excellent,2,2,1,4,1,2,Capacity fade modelling,life cycle assessment|lithium-ion batteries|LiMn2O4|LiFePO4
Mei_et_al__-_2023_-_Unconventional_solid-state_electrolytes_for_lithiu_reactions.json,Unconventional solid-state electrolytes for lithium-based batteries: Recent advances and challenges,10.1016/j.jpowsour.2022.232257,Journal of Power Sources,2023,review,review,True,98.57,Excellent,2,5,5,5,3,4,EIS|Cyclic voltammetry|EIS,solid-state electrolyte|halide|Li3InCl6|Li2ZrCl6
Meng_et_al__-_2017_-_Theoretical_prediction_of_MXene-like_structured_Ti_reactions.json,Theoretical prediction of MXene-like structured Ti3C4 as a high capacity electrode material for Na ion batteries,10.1039/c7cp06171d,Physical Chemistry Chemical Physics,2017,computational study,computational,True,80.0,Good,1,3,1,1,4,11,Phonon dispersion (DFPT)|DFT calculation|CI-NEB diffusion barrier calculation|DFT calculation,MXene|DFT|Na-ion battery|Ti3C4|electrode material
Minato_and_Abe_-_2017_-_Surface_and_interface_sciences_of_Li-ion_batteries_reactions.json,Surface and interface sciences of Li-ion batteries -Research progress in electrode –electrolyte interface-,10.1016/j.progsurf.2017.10.001,Progress in Surface Science,2017,review article,review,True,80.77,Good,3,8,3,3,3,7,SEM|Neutron Reflectivity|AFM,Li-ion battery|interface|surface science
Mo_et_al__-_2012_-_First_Principles_Study_of_the_Li_10_GeP_reactions.json,First Principles Study of the Li10GeP2S12 Lithium Super Ionic Conductor Material,10.1021/cm203303y,Chemistry of Materials,2012,computational study,computational,False,89.66,Good,1,8,0,0,3,8,DFT calculation|Density of States (HSE06)|DFT calculation,solid electrolyte|first principles|ionic conductivity
Mo_et_al__-_2019_-_Inside_or_Outside_Origin_of_Lithium_Dendrite_Form_reactions.json,Inside or Outside: Origin of Lithium Dendrite Formation of All Solid-State Electrolytes,10.1002/aenm.201902123,Advanced Energy Materials,2019,materials_synthesis,experimental_synthesis,True,96.55,Excellent,2,8,4,5,6,9,XRD|FTIR|EIS|Galvanostatic cycling|SEM|Cyclic voltammetry,solid-state electrolyte|lithium dendrite|LiBH4|LiF|ball milling
Moon_et_al__-_2021_-_The_correlation_between_particle_hardness_and_cycl_reactions.json,The correlation between particle hardness and cycle performance of layered cathode materials for lithium-ion batteries,10.1016/j.jpowsour.2020.229359,Journal of Power Sources,2021,materials_synthesis,experimental_synthesis,True,99.1,Excellent,2,14,4,6,6,10,XRD|ICP|SEM|Micro-compression tester|Galvanostatic cycling|Galvanostatic cycling,cathode|lithium-ion battery|Mg doping|NCM622
Moradabadi_and_Kaghazchi_-_2019_-_Defect_chemistry_in_cubic_Li6_25Al0_25La3Zr2O12_so_reactions.json,Defect chemistry in cubic Li 6.25Al0.25La3Zr2O12 solid electrolyte: A density functional theory study,10.1016/j.ssi.2019.04.023,Solid State Ionics,2019,computational study,computational,False,80.0,Good,2,0,0,0,3,3,DFT calculation|DFT calculation|DFT calculation,DFT|solid electrolyte|defect chemistry|garnet-type LLZO
Moradabadi_and_Kaghazchi_-_2020_-_Effect_of_lattice_and_dopant_induced_strain_on_the_reactions.json,Effect of lattice and dopant–induced strain on the conductivity of solid electrolytes: application of the elastic dipole method,10.1016/j.mtla.2020.100607,Materialia,2020,computational study,computational,False,88.57,Good,4,0,0,0,2,3,DFT calculation|DFT calculation,solid electrolyte|elastic dipole method|DFT|AIMD|Li-ion conductivity
Mu_et_al__-_2019_-_Dopant_Distribution_in_Co-Free_High-Energy_Layered_reactions.json,Dopant Distribution in Co-Free High-Energy Layered Cathode Materials,10.1021/acs.chemmater.9b03603,Chemistry of Materials,2019,materials synthesis and electrochemistry,experimental_synthesis,True,79.23,Good,2,14,8,13,7,9,XRD|BET|Neutron diffraction|XANES/EXAFS|EELS|X-ray fluorescence microscopy|DSC,LiNiO2|dual-doping|battery cathode|Mg/Ti doping|Co-free cathode
Mu_oz-Torrero_et_al__-_2019_-_A_critical_perspective_on_rechargeable_Al-ion_batt_reactions.json,A critical perspective on rechargeable Al-ion battery technology,10.1039/c9dt02132a,Dalton Transactions,2019,frontier article / perspective,perspective,False,98.36,Excellent,0,12,0,0,0,0,,Al-ion battery|electrochemistry|energy storage
Mukherjee_et_al__-_2018_-_Beyond_Graphene_Anode_Materials_for_Emerging_Metal_reactions.json,Beyond Graphene Anode Materials for Emerging Metal Ion Batteries and Supercapacitors,10.1007/s40820-018-0224-2,Nano-Micro Letters,2018,review article,review,False,100.0,Excellent,0,0,0,0,0,0,,2D materials|Anodes|Supercapacitors
Mukhopadhyay_et_al__-_2015_-_Structure_and_Stoichiometry_in_Supervalent_Doped_L_reactions.json,Structure and Stoichiometry in Supervalent Doped Li7La3Zr2O12,10.1021/acs.chemmater.5b00362,Chemistry of Materials,2015,research article,experimental_synthesis,True,82.35,Good,4,8,8,8,3,11,Neutron diffraction|XRD|Raman spectroscopy,solid electrolyte|garnet|Li7La3Zr2O12|Ta doping|Al doping
Mulliner_et_al__-_2015_-_Diffusion_in_Li_2_O_studied_by_non-equi_reactions.json,Diffusion in Li2O studied by non-equilibrium molecular dynamics for 873 < T / K < 1603,10.1039/c5cp02628h,Physical Chemistry Chemical Physics,2015,computational study,computational,False,100.0,Excellent,1,1,0,0,4,4,DFT calculation|DFT calculation|DFT calculation|Experimental measurement (Oishi et al.),diffusion|Li2O|molecular dynamics|superionic conductor
Murata_et_al__-_2000_-_An_overview_of_the_research_and_development_of_sol_reactions.json,An overview of the research and development of solid polymer electrolyte batteries,,Electrochimica Acta,2000,review article,review,True,97.3,Excellent,3,8,2,2,3,8,Ionic conductivity measurement|Energy density evaluation|Safety testing,solid polymer electrolyte|lithium polymer battery|ionic conductivity
Murch_-_1982_-_The_haven_ratio_in_fast_ionic_conductors_reactions.json,THE HAVEN RATIO IN FAST IONIC CONDUCTORS,,Solid State Ionics,1982,review,review,False,100.0,Excellent,0,0,0,0,1,2,Haven Ratio measurement,solid state ionics|transport properties|Haven ratio
Murphy_-_2020_-_A_point_defect_model_for_YBa_2_Cu__reactions.json,A point defect model for YBa2Cu3O7 from density functional theory,10.1088/2399-6528/abc9a7,Journal of Physics Communications,2020,computational study,computational,True,81.82,Good,1,5,1,1,1,4,DFT calculation,DFT|defects|YBa2Cu3O7|superconductor
