filename,score_percent,verdict,raw_score
Hamad_and_Hu_-_2011_-_The_effect_of_defects_on_the_electronic_and_magnet_reactions.json,87.5,Good,28/32
Xu_et_al__-_2018_-_Li_3_N-Modified_Garnet_Electrolyte_for__reactions.json,87.32,Good,62/71
Goli_et_al__-_2014_-_Graphene-enhanced_hybrid_phase_change_materials_fo_reactions.json,87.27,Good,48/55
Price_et_al__-_2023_-_First_principles_study_of_layered_transition_metal_reactions.json,87.1,Good,27/31
Wang_et_al__-_2019_-_Tuning_wettability_of_molten_lithium_via_a_chemica_reactions.json,87.01,Good,67/77
Kanno_-_2000_-_Synthesis_of_a_new_lithium_ionic_conductor__thio-L_reactions.json,86.9,Good,73/84
Hai_et_al__-_2009_-_Electromotive_force_and_huge_magnetoresistance_in__reactions.json,86.73,Good,85/98
Seo_and_Martin_-_2011_-_X-ray_photoelectron_spectroscopy_study_of_lithium__reactions.json,86.71,Good,124/143
Abrahams_et_al__-_1988_-_Structure_determination_of_LISICON_solid_solutions_reactions.json,86.54,Good,45/52
Yan_-_2023_-_Symmetric_Cells_as_an_Analytical_Tool_for_Battery__reactions.json,86.21,Good,75/87
Marcolongo_and_Marzari_-_2017_-_Ionic_correlations_and_failure_of_Nernst-Einstein__reactions.json,86.11,Good,31/36
Yang_et_al__-_2020_-_Holey_graphite_A_promising_anode_material_with_ul_reactions.json,86.0,Good,43/50
Homma_et_al__-_2011_-_Crystal_structure_and_phase_transitions_of_the_lit_reactions.json,85.96,Good,49/57
Yu_and_Siegel_-_2022_-_Atomic_Scal_reactions.json,85.71,Good,66/77
Lon_ari__et_al__-_2018_-_Strong_two-dimensional_plasmon_in_Li-intercalated__reactions.json,85.71,Good,24/28
Periyapperuma_et_al__-_2021_-_Fluorine-free_ionic_liquid_electrolytes_for_sustai_reactions.json,85.53,Good,65/76
Wu_et_al__-_2021_-_A_stable_cathode-solid_electrolyte_composite_for_h_reactions.json,85.51,Good,59/69
Trease_et_al__-_2016_-_Identifying_the_Distribution_of_Al_3__i_reactions.json,85.45,Good,47/55
Song_et_al__-_2017_-_A_long-life_rechargeable_Al_ion_battery_based_on_m_reactions.json,85.39,Good,76/89
Chen_et_al__-_2018_-_Understanding_the_apparent_fractional_charge_of_pr_reactions.json,85.19,Good,46/54
Muy_et_al__-_2019_-_High-Throughput_Screening_of_Solid-State_Li-Ion_Co_reactions.json,85.11,Good,40/47
Haruyama_et_al__-_2017_-_Cation_Mixing_Properties_toward_Co_Diffusion_at_th_reactions.json,85.0,Good,34/40
Fang_and_Jena_-_2017_-_Li-rich_antiperovskite_superionic_conductors_based_reactions.json,84.91,Good,45/53
Arunkumar_et_al__-_2016_-_Improved_electrochemical_reversibility_of_over-lit_reactions.json,84.88,Good,73/86
Hayashi_et_al__-_2019_-_A_sodium-ion_sulfide_solid_electrolyte_with_unprec_reactions.json,84.88,Good,73/86
Aaboubi_et_al__-_2015_-_Investigation_of_the_electrodeposition_kinetics_of_reactions.json,84.85,Good,56/66
Tchounwou_et_al__-_2012_-_Heavy_Metal_Toxicity_and_the_Environment_reactions.json,84.85,Good,28/33
Chen_et_al__-_2021_-_Free-standing_ultrathin_lithium_metal_graphene_oxi_reactions.json,84.62,Good,66/78
Pasta_et_al__-_2020_-_2020_roadmap_on_solid-state_batteries_reactions.json,84.62,Good,44/52
Lee_et_al__-_2020_-_High-energy_long-cycling_all-solid-state_lithium_m_reactions.json,84.38,Good,108/128
Zhou_et_al__-_2019_-_New_Family_of_Argyrodite_Thioantimonate_Lithium_Su_reactions.json,84.34,Good,70/83
Wang_et_al__-_2015_-_Binder-Free_V_2_O_5_Cathode__reactions.json,84.15,Good,69/82
Park_et_al__-_2021_-_Direct_Cathode_Recycling_of_End-Of-Life_Li-Ion_Bat_reactions.json,84.04,Good,79/94
Toyoura_et_al__-_2008_-_First-principles_approach_to_chemical_diffusion_of_reactions.json,83.87,Good,26/31
Xu_et_al__-_2022_-_A_green_and_sustainable_strategy_toward_lithium_re_reactions.json,83.74,Good,103/123
Li_et_al__-_2018_-_Chemical_Immobilization_Effect_on_Lithium_Polysulf_reactions.json,83.72,Good,36/43
Takada_-_2002_-_Lithium_ion_conduction_in_lithium_magnesium_thio-p_reactions.json,83.61,Good,51/61
Hong_et_al__-_2022_-_All-Solid-State_Lithium_Batteries_Li___reactions.json,83.58,Good,56/67
El_Kharbachi_et_al__-_2020_-_Pseudo-ternary_LiBH4__LiCl_P2sub_reactions.json,83.5,Good,86/103
ChemSusChem_-_2024_-_Lei_-_Extraction_Of_LiCl_From_Low_Purity_Chlorides_Through_Solid_Electrolyte_Towards_High_Purity_reactions.json,83.46,Good,106/127
Buannic_et_al__-_2017_-_Dual_Substitution_Strategy_to_Enhance_Li__s_reactions.json,83.19,Good,99/119
Zhang_et_al__-_2018_-_Degradation_Mechanisms_at_the_Li_10_GeP_reactions.json,83.12,Good,64/77
Kerisit_et_al__-_2014_-_Shell_Model_for_Atomistic_Simulation_of_Lithium_Di_reactions.json,82.86,Good,29/35
Pfitzner_et_al__-_1990_-_Li2ZnI4_A_neutron_powder_study_reactions.json,82.86,Good,29/35
Lee_et_al__-_2001_-_Synthesis_and_characterization_of_lithium_aluminum_reactions.json,82.76,Good,24/29
Clarke_et_al__-_2021_-_Atomistic_Insights_into_the_Effects_of_Doping_and__reactions.json,82.69,Good,43/52
Zhang_et_al__-_2020_-_Recent_Advances_in_MXenes_for_Lithium-Ion_Capacito_reactions.json,82.48,Good,113/137
Lou_et_al__-_2020_-_Insights_into_interfacial_effect_and_local_lithium_reactions.json,82.41,Good,89/108
Mukhopadhyay_et_al__-_2015_-_Structure_and_Stoichiometry_in_Supervalent_Doped_L_reactions.json,82.35,Good,84/102
Zhang_et_al__-_2017_-_The_Detrimental_Effects_of_Carbon_Additives_in_Li__reactions.json,82.35,Good,70/85
Quach_et_al__-_2022_-_Superabsorption_in_an_organic_microcavity_Toward__reactions.json,82.26,Good,51/62
Ong_et_al__-_2010_-_Thermal_stabilities_of_delithiated_olivine_MPO4__M_reactions.json,82.22,Good,37/45
Li_et_al__-_2018_-_Co-modification_by_LiAlO2-coating_and_Al-doping_fo_reactions.json,82.02,Good,73/89
Hodge_et_al__-_1976_-_Ionic_Conductivity_of_Li4SiO4__Li4GeO4__and_Their__reactions.json,81.94,Good,59/72
Kotobuki_et_al__-_2017_-_Poly_vinylidene_fluoride_-Based_Al_Ion_Conductive__reactions.json,81.93,Good,68/83
VahidMohammadi_et_al__-_2017_-_Two-Dimensional_Vanadium_Carbide__MXene__as_a_High_reactions.json,81.9,Good,86/105
Yamane_et_al__-_2007_-_Crystal_structure_of_a_superionic_conductor__Li7P3_reactions.json,81.82,Good,45/55
Murphy_-_2020_-_A_point_defect_model_for_YBa_2_Cu__reactions.json,81.82,Good,36/44
Ikeda_and_Chiang_-_1993_-_Space_Charge_Segregation_at_Grain_Boundaries_in_Ti_reactions.json,81.82,Good,27/33
Zhang_et_al__-_2017_-_Designing_flexible_2D_transition_metal_carbides_wi_reactions.json,81.69,Good,58/71
Das_et_al__-_2021_-_Enabling_a_Stable_High-Power_Lithium-Bromine_Flow__reactions.json,81.61,Good,71/87
Van_der_Ven_et_al__-_2008_-_Nondilute_diffusion_from_first_principles_Li_diff_reactions.json,81.48,Good,22/27
Chen_and_Dahn_-_Improving_the_Capacity_Retention_of_LiCoO2_Cycled__reactions.json,81.25,Good,78/96
Rani_et_al__-_2013_-_Fluorinated_Natural_Graphite_Cathode_for_Rechargea_reactions.json,81.25,Good,78/96
Zhou_et_al__-_2019_-_Na_3_V_2__PO_4____reactions.json,81.18,Good,69/85
Wang_et_al__-_2014_-_Enhancing_lithium_sulphur_battery_performance_by_s_reactions.json,81.18,Good,69/85
Wang_et_al__-_2017_-_Sodium_vanadium_titanium_phosphate_electrode_for_s_reactions.json,81.16,Good,56/69
Kinzer_et_al__-_2021_-_Operando_analysis_of_the_molten_LiLLZO_interface_reactions.json,81.08,Good,60/74
Liu_et_al__-_2018_-_Approaching_the_capacity_limit_of_lithium_cobalt_o_reactions.json,80.95,Good,68/84
Liu_et_al__-_2021_-_Feature_Analyses_and_Modeling_of_Lithium-Ion_Batte_reactions.json,80.95,Good,51/63
Kim_et_al__-_2014_-_All-graphene-battery_bridging_the_gap_between_sup_reactions.json,80.92,Good,106/131
Wang_et_al__-_2021_-_Pillar-beam_structures_prevent_layered_cathode_mat_reactions.json,80.9,Good,72/89
Foroozan_et_al__-_2018_-_Synergistic_Effect_of_Graphene_Oxide_for_Impeding__reactions.json,80.85,Good,76/94
Hussain_et_al__-_2020_-_Robust_TiN_nanoparticles_polysulfide_anchor_for_Li_reactions.json,80.82,Good,59/73
Shi_et_al__-_2018_-_Lithium_metal_stripping_beneath_the_solid_electrol_reactions.json,80.8,Good,101/125
Minato_and_Abe_-_2017_-_Surface_and_interface_sciences_of_Li-ion_batteries_reactions.json,80.77,Good,63/78
Archer_and_Armstrong_-_1981_-_Electrochemical_properties_of_LiBr_H2O_reactions.json,80.7,Good,46/57
Ning_et_al__-_2023_-_Dendrite_initiation_and_propagation_in_lithium_met_reactions.json,80.56,Good,58/72
Luo_et_al__-_2023_-_A_Li-rich_layered_oxide_cathode_with_negligible_vo_reactions.json,80.51,Good,95/118
Brotchie_-_2016_-_Li-Metal_Batteries_Enter_the_anode_matrix_reactions.json,80.49,Good,33/41
Ohta_et_al__-_2006_-_Enhancement_of_the_High-Rate_Capability_of_Solid-S_reactions.json,80.43,Good,74/92
Wang_et_al__-_2016_-_Superconcentrated_electrolytes_for_a_high-voltage__reactions.json,80.39,Good,82/102
Kim_et_al__-_2017_-_Electrochemical_lithium_intercalation_behavior_of__reactions.json,80.37,Good,86/107
Hu_et_al__-_2020_-_Structure_and_performance_of_the_LiFePO_4su_reactions.json,80.36,Good,45/56
Logan_and_Dahn_-_2020_-_Electrolyte_Design_for_Fast-Charging_Li-Ion_Batter_reactions.json,80.28,Good,57/71
Kumar_et_al__-_2016_-_Fundamental_Mechanisms_of_Solvent_Decomposition_In_reactions.json,80.26,Good,61/76
Jiao_et_al__-_2022_-_Recycling_spent_LiNi_1-x-y_Mn_xs_reactions.json,80.25,Good,65/81
Sahu_and_Mitra_-_2015_-_Exfoliated_MoS2_Sheets_and_Reduced_Graphene_Oxide-_reactions.json,80.0,Good,96/120
Cheng_et_al__-_2013_-_Self-assembled_V2O5_nanosheetsreduced_graphene_ox_reactions.json,80.0,Good,72/90
Lee_et_al__-_2022_-_Dynamic_observation_of_dendrite_growth_on_lithium__reactions.json,80.0,Good,40/50
Meng_et_al__-_2017_-_Theoretical_prediction_of_MXene-like_structured_Ti_reactions.json,80.0,Good,36/45
Zhang_et_al__-_2019_-_Unsupervised_discovery_of_solid-state_lithium_ion__reactions.json,80.0,Good,36/45
Moradabadi_and_Kaghazchi_-_2019_-_Defect_chemistry_in_cubic_Li6_25Al0_25La3Zr2O12_so_reactions.json,80.0,Good,24/30
Logan_et_al__-_2020_-_Performance_and_Degradation_of_LiFePO_4_reactions.json,79.81,Good,83/104
Chen_et_al__-_2019_-_Lithiophilicity_chemistry_of_heteroatom-doped_carb_reactions.json,79.79,Good,75/94
Xu_et_al__-_2019_-_Li_metal-free_rechargeable_all-solid-state_Li2SSi_reactions.json,79.79,Good,75/94
Hao_et_al__-_2019_-_Taming_Active_Material-Solid_Electrolyte_Interface_reactions.json,79.78,Good,71/89
Wang_et_al__-_2021_-_A_cost-effective_and_humidity-tolerant_chloride_so_reactions.json,79.78,Good,71/89
Naik_and_Jain_-_2018_-_Substrate_screening_effects_on_the_quasiparticle_b_reactions.json,79.66,Good,47/59
Leoncini_et_al__-_2017_-_Benzene-centered_tripodal_diglycolamides_synthesi_reactions.json,79.65,Good,90/113
B_ckenfeld_and_Balducci_-_2014_-_Determination_of_sodium_ion_diffusion_coefficients_reactions.json,79.53,Good,101/127
2023_-_Atomic_pinning_mitigates_voltage_decay_in_a_lithiu_reactions.json,79.49,Good,31/39
Qian_et_al__-_2018_-_Electrochemical_surface_passivation_of_LiCoO2_part_reactions.json,79.45,Good,58/73
Li_et_al__-_2015_-_Solid_Electrolyte_the_Key_for_High-Voltage_Lithiu_reactions.json,79.41,Good,81/102
Li_et_al__-_2023_-_One_step_in-situ_synthesis_of_Na3V2_PO4_3Na3V3_PO_reactions.json,79.41,Good,54/68
Kasemchainan_et_al__-_2019_-_Critical_stripping_current_leads_to_dendrite_forma_reactions.json,79.35,Good,73/92
Mu_et_al__-_2019_-_Dopant_Distribution_in_Co-Free_High-Energy_Layered_reactions.json,79.23,Good,103/130
Randau_-_2020_-_Benchmarking_the_performance_of_all-solid-state_li_reactions.json,79.22,Good,61/77
Zhou_et_al__-_2024_-_Healable_and_conductive_sulfur_iodide_for_solid-st_reactions.json,79.17,Good,76/96
Oyakhire_et_al__-_2022_-_Electrical_resistance_of_the_current_collector_con_reactions.json,79.12,Good,72/91
Liu_et_al__-_2021_-_Understanding_Co_roles_towards_developing_Co-free__reactions.json,78.91,Good,101/128
Wang_et_al__-_2020_-_Enabling__lithium-free__manufacturing_of_pure_lith_reactions.json,78.9,Good,86/109
Zhu_et_al__-_2020_-_Single-atom-layer_traps_in_a_solid_electrolyte_for_reactions.json,78.89,Good,71/90
Kato_et_al__-_2016_-_High-power_all-solid-state_batteries_using_sulfide_reactions.json,78.76,Good,89/113
Dumon_et_al__-_2013_-_High_Li_ion_conductivity_in_strontium_doped_Li7La3_reactions.json,78.75,Good,63/80
Duquesnoy_et_al__-_2020_-_Data-driven_assessment_of_electrode_calendering_pr_reactions.json,78.69,Good,48/61
Sun_et_al__-_2018_-_Towards_a_reliable_Li-metal-free_LiNO_3_reactions.json,78.51,Good,95/121
Marchiori_et_al__-_2020_-_Understanding_the_Electrochemical_Stability_Window_reactions.json,78.33,Good,47/60
Yazdani_et_al__-_2021_-_Heterointerface_Effects_on_Lithium-Induced_Phase_T_reactions.json,78.05,Good,96/123
Park_et_al__-_2022_-_Introducing_high-valence_elements_into_cobalt-free_reactions.json,77.97,Good,92/118
Luo_et_al__-_2022_-_Nickel-rich_and_cobalt-free_layered_oxide_cathode__reactions.json,77.78,Good,42/54
Kim_et_al__-_2014_-_Novel_transition-metal-free_cathode_for_high_energ_reactions.json,77.67,Good,80/103
Ren_et_al__-_2015_-_Direct_observation_of_lithium_dendrites_inside_gar_reactions.json,77.66,Good,73/94
Nguyen_et_al__-_2021_-_Polypeptide_organic_radical_batteries_reactions.json,77.22,Good,122/158
Yuan_et_al__-_2020_-_An_ultrastable_lithium_metal_anode_enabled_by_desi_reactions.json,77.08,Good,74/96
Yang_et_al__-_2019_-_Aqueous_Li-ion_battery_enabled_by_halogen_conversi_reactions.json,76.98,Good,97/126
Cherkashinin_et_al__-_2019_-_Performance_of_Li-Ion_Batteries_Contribution_of_E_reactions.json,76.92,Good,90/117
Sha_et_al__-_2013_-_Solid_lithium_electrolyte-Li4Ti5O12_composites_as__reactions.json,76.87,Good,103/134
Wang_et_al__-_2021_-_Carbon_materials_for_ion-intercalation_involved_re_reactions.json,76.83,Good,63/82
Zhang_et_al__-_2018_-_Lithiophilic-lithiophobic_gradient_interfacial_lay_reactions.json,76.71,Good,112/146
Su_et_al__-_2024_-_A_scalable_Li-Al-Cl_stratified_structure_for_stabl_reactions.json,76.7,Good,79/103
Shin_et_al__-_2015_-_Synergistic_multi-doping_effects_on_the_Li7La3Zr2O_reactions.json,76.67,Good,69/90
Hsueh_et_al__-_2023_-_Sputtered_silver_on_the_current_collector_for_anod_reactions.json,76.4,Good,68/89
Liu_et_al__-_2021_-_In_situ_formation_of_a_Li_3_N-ri_reactions.json,76.34,Good,71/93
Assegie_et_al__-_2018_-_Polyethylene_oxide_film_coating_enhances_lithium_c_reactions.json,76.27,Good,90/118
Yu_et_al__-_2020_-_Tuning_ionic_conductivity_and_electrode_compatibil_reactions.json,76.25,Good,61/80
Senevirathne_et_al__-_2013_-_A_new_crystalline_LiPON_electrolyte_Synthesis__pr_reactions.json,76.19,Good,64/84
Ji_et_al__-_2019_-_Lithium_intercalation_into_bilayer_graphene_reactions.json,75.93,Good,82/108
Zhang_et_al__-_2022_-_Compositionally_complex_doping_for_zero-strain_zer_reactions.json,75.74,Good,103/136
Takahashi_et_al__-_2013_-_All-solid-state_lithium_battery_with_LiBH4_solid_e_reactions.json,75.63,Good,90/119
Ma_and_Xu_-_2022_-_Enhanced_critical_current_density_of_Garnet_Li7La3_reactions.json,75.61,Good,93/123
Luo_et_al__-_A_chemically_stabilized_sulfur_cathode_for_lean_el_reactions.json,75.56,Good,68/90
Boulineau_et_al__-_2012_-_Mechanochemical_synthesis_of_Li-argyrodite_Li6PS5X_reactions.json,75.53,Good,71/94
Chang_et_al__-_2014_-_Rechargeable_LiBr_battery_a_promising_platform__reactions.json,75.0,Good,75/100
Li_et_al__-_2024_-_Constructing_static_two-electron_lithium-bromide_b_reactions.json,74.44,Acceptable,67/90
Zhu_et_al__-_2021_-_An_unconventional_full_dual-cation_battery_reactions.json,74.12,Acceptable,63/85
